%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w
1662323733851040318,0,1662323733845730543,t265_odom_frame,t265_pose_frame,-0.9704420566558838,-1.4931808710098267,0.5152327418327332,0.06995001435279846,-0.06327928602695465,-0.994145393371582,-0.05270367115736008
1662323733856192418,0,1662323733850729465,t265_odom_frame,t265_pose_frame,-0.9721420407295227,-1.4915136098861694,0.5154492855072021,0.06978841871023178,-0.06425647437572479,-0.9939302206039429,-0.05570920929312706
1662323733861132750,0,1662323733855728865,t265_odom_frame,t265_pose_frame,-0.973784863948822,-1.489808201789856,0.5156639218330383,0.06962800025939941,-0.0652824267745018,-0.9936992526054382,-0.058754220604896545
1662323733866938854,0,1662323733860728502,t265_odom_frame,t265_pose_frame,-0.9753906726837158,-1.488072156906128,0.5158712863922119,0.06948673725128174,-0.06633687019348145,-0.9934525489807129,-0.06183142587542534
1662323733871501289,0,1662323733865727425,t265_odom_frame,t265_pose_frame,-0.9769348502159119,-1.4862977266311646,0.5160747766494751,0.06938020139932632,-0.06743038445711136,-0.9931875467300415,-0.06494700908660889
1662323733876137525,0,1662323733870726585,t265_odom_frame,t265_pose_frame,-0.978427529335022,-1.4844872951507568,0.5162729620933533,0.06929600238800049,-0.06852054595947266,-0.992906391620636,-0.06811670958995819
1662323733883972065,0,1662323733875725508,t265_odom_frame,t265_pose_frame,-0.9798928499221802,-1.4826667308807373,0.516471803188324,0.06923911720514297,-0.06959402561187744,-0.9926097393035889,-0.07133407145738602
1662323733886022476,0,1662323733880725622,t265_odom_frame,t265_pose_frame,-0.9813024997711182,-1.4808067083358765,0.5166628956794739,0.06924217194318771,-0.07066996395587921,-0.9922941327095032,-0.07459024339914322
1662323733891419731,0,1662323733885724545,t265_odom_frame,t265_pose_frame,-0.9853242039680481,-1.4795079231262207,0.5156924724578857,0.06955371797084808,-0.07156918197870255,-0.991962730884552,-0.0777832642197609
1662323733896370311,0,1662323733890723705,t265_odom_frame,t265_pose_frame,-0.9867713451385498,-1.477681040763855,0.515872597694397,0.0696796178817749,-0.07257625460624695,-0.9916152358055115,-0.08109711855649948
1662323733901967109,0,1662323733895722389,t265_odom_frame,t265_pose_frame,-0.9881666898727417,-1.4758135080337524,0.5160471796989441,0.06984211504459381,-0.07353227585554123,-0.9912559390068054,-0.08442076295614243
1662323733906268115,0,1662323733900721788,t265_odom_frame,t265_pose_frame,-0.9895209074020386,-1.4739255905151367,0.5162187218666077,0.07003230601549149,-0.07442967593669891,-0.9908861517906189,-0.08775195479393005
1662323733911383684,0,1662323733905721664,t265_odom_frame,t265_pose_frame,-0.9908316135406494,-1.4720171689987183,0.5163881778717041,0.07030199468135834,-0.0752817690372467,-0.9905025959014893,-0.09107651561498642
1662323733916227161,0,1662323733910720348,t265_odom_frame,t265_pose_frame,-0.9921308755874634,-1.4701189994812012,0.5165791511535645,0.07059183716773987,-0.07608132809400558,-0.9901127815246582,-0.09436717629432678
1662323733921491373,0,1662323733915719748,t265_odom_frame,t265_pose_frame,-0.9950023293495178,-1.467729926109314,0.5167946219444275,0.07088404893875122,-0.07688049226999283,-0.9897295236587524,-0.09746900200843811
1662323733926352531,0,1662323733920718431,t265_odom_frame,t265_pose_frame,-0.9962543249130249,-1.4657930135726929,0.5169909596443176,0.07123318314552307,-0.07756561040878296,-0.9893260598182678,-0.10071437060832977
1662323733928188006,0,1662323734027852704,/t265_link,/d400_link,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1662323733931713841,0,1662323733925717592,t265_odom_frame,t265_pose_frame,-0.9975234270095825,-1.4638562202453613,0.5172020196914673,0.07161099463701248,-0.07822435349225998,-0.9889160990715027,-0.10391208529472351
1662323733936307362,0,1662323733930717707,t265_odom_frame,t265_pose_frame,-0.9987331032752991,-1.4618984460830688,0.517412006855011,0.07201642543077469,-0.0788489356637001,-0.9885002970695496,-0.1070682480931282
1662323733941125014,0,1662323733935716629,t265_odom_frame,t265_pose_frame,-0.9999145269393921,-1.4599288702011108,0.5176259279251099,0.07243480533361435,-0.07944440841674805,-0.9880761504173279,-0.11021493375301361
1662323733946071146,0,1662323733940715551,t265_odom_frame,t265_pose_frame,-1.0010886192321777,-1.4579428434371948,0.5178520083427429,0.07284381240606308,-0.08001257479190826,-0.9876481890678406,-0.11332639306783676
1662323733951257471,0,1662323733945714712,t265_odom_frame,t265_pose_frame,-1.0043638944625854,-1.454840898513794,0.5183237791061401,0.0731804147362709,-0.08086413890123367,-0.9871993660926819,-0.11637480556964874
1662323733956227444,0,1662323733950714588,t265_odom_frame,t265_pose_frame,-1.0055292844772339,-1.4527904987335205,0.5185790657997131,0.07361714541912079,-0.08141011744737625,-0.9867528080940247,-0.11946482211351395
1662323733961146216,0,1662323733955713511,t265_odom_frame,t265_pose_frame,-1.0066981315612793,-1.4507158994674683,0.5188479423522949,0.07404125481843948,-0.08194202184677124,-0.986299991607666,-0.12253856658935547
1662323733966699894,0,1662323733960712671,t265_odom_frame,t265_pose_frame,-1.0078309774398804,-1.448633074760437,0.5191178321838379,0.07444281876087189,-0.08249220252037048,-0.9858357906341553,-0.12562277913093567
1662323733971356022,0,1662323733965711594,t265_odom_frame,t265_pose_frame,-1.0089428424835205,-1.4465360641479492,0.5193938612937927,0.07482264935970306,-0.0830252543091774,-0.9853605628013611,-0.1287359595298767
1662323733976046033,0,1662323733970711708,t265_odom_frame,t265_pose_frame,-1.0100265741348267,-1.4444093704223633,0.5196700692176819,0.07518508285284042,-0.08357248455286026,-0.9848702549934387,-0.1318844109773636
1662323733981021362,0,1662323733975710392,t265_odom_frame,t265_pose_frame,-1.0110912322998047,-1.442270278930664,0.5199551582336426,0.07549889385700226,-0.08411867171525955,-0.9843674302101135,-0.1350729763507843
1662323733986020308,0,1662323733980709791,t265_odom_frame,t265_pose_frame,-1.0131995677947998,-1.4392614364624023,0.520678699016571,0.07575096189975739,-0.08480112999677658,-0.9838278889656067,-0.13839572668075562
1662323733991266436,0,1662323733985708475,t265_odom_frame,t265_pose_frame,-1.0142236948013306,-1.437041163444519,0.520993173122406,0.07594600319862366,-0.08533879369497299,-0.9832924604415894,-0.14172346889972687
1662323733996242946,0,1662323733990707874,t265_odom_frame,t265_pose_frame,-1.0152359008789062,-1.434805154800415,0.5213154554367065,0.07607284188270569,-0.08588306605815887,-0.9827368259429932,-0.14513936638832092
1662323734001585888,0,1662323733995707750,t265_odom_frame,t265_pose_frame,-1.0162228345870972,-1.432546854019165,0.5216420292854309,0.07611949741840363,-0.08641422539949417,-0.9821598529815674,-0.1486624926328659
1662323734006105602,0,1662323734000706434,t265_odom_frame,t265_pose_frame,-1.017157793045044,-1.430265188217163,0.5219653248786926,0.0760807916522026,-0.0869494080543518,-0.9815630912780762,-0.15226760506629944
1662323734011251748,0,1662323734005705595,t265_odom_frame,t265_pose_frame,-1.0180675983428955,-1.4279625415802002,0.5222961902618408,0.07595840841531754,-0.08747308701276779,-0.9809420108795166,-0.15598556399345398
1662323734016221766,0,1662323734010704517,t265_odom_frame,t265_pose_frame,-1.0204108953475952,-1.4256645441055298,0.5226728916168213,0.07582928985357285,-0.08797760307788849,-0.9803166389465332,-0.15965336561203003
1662323734021426997,0,1662323734015704632,t265_odom_frame,t265_pose_frame,-1.0212656259536743,-1.4232996702194214,0.5230270028114319,0.07552659511566162,-0.08849023282527924,-0.9796509742736816,-0.16355189681053162
1662323734026476508,0,1662323734020703316,t265_odom_frame,t265_pose_frame,-1.0220545530319214,-1.4209381341934204,0.5233564972877502,0.07514605671167374,-0.08899098634719849,-0.9789649248123169,-0.1675153225660324
1662323734028325163,0,1662323734128048912,/t265_link,/d400_link,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1662323734031481104,0,1662323734025702715,t265_odom_frame,t265_pose_frame,-1.0228183269500732,-1.4185450077056885,0.5237012505531311,0.07469931989908218,-0.0894959345459938,-0.9782511591911316,-0.17156705260276794
1662323734036493438,0,1662323734030701637,t265_odom_frame,t265_pose_frame,-1.023541808128357,-1.4161337614059448,0.5240448713302612,0.07416915148496628,-0.0899803563952446,-0.9775175452232361,-0.17567561566829681
1662323734041217446,0,1662323734035686970,t265_odom_frame,t265_pose_frame,-1.0242104530334473,-1.4137253761291504,0.5243715643882751,0.07358813285827637,-0.09045343846082687,-0.9767613410949707,-0.17983418703079224
1662323734046267473,0,1662323734040686131,t265_odom_frame,t265_pose_frame,-1.0248421430587769,-1.4112955331802368,0.5247007012367249,0.07295027375221252,-0.09090479463338852,-0.975986897945404,-0.18402227759361267
1662323734051148892,0,1662323734045685053,t265_odom_frame,t265_pose_frame,-1.027590036392212,-1.4075201749801636,0.5249394774436951,0.07267948240041733,-0.0913650393486023,-0.9752316474914551,-0.18786542117595673
1662323734056521583,0,1662323734050683737,t265_odom_frame,t265_pose_frame,-1.0281890630722046,-1.4050519466400146,0.5252442955970764,0.07197151333093643,-0.09177602827548981,-0.9744198322296143,-0.19210241734981537
1662323734061330202,0,1662323734055684090,t265_odom_frame,t265_pose_frame,-1.0287436246871948,-1.402559757232666,0.525547444820404,0.0712641030550003,-0.09218201786279678,-0.9735840559005737,-0.19636180996894836
1662323734066538944,0,1662323734060683012,t265_odom_frame,t265_pose_frame,-1.0292553901672363,-1.4000600576400757,0.5258417725563049,0.07056102901697159,-0.09255854785442352,-0.9727290868759155,-0.2006295770406723
1662323734071118457,0,1662323734065681934,t265_odom_frame,t265_pose_frame,-1.0297342538833618,-1.3975673913955688,0.5261169075965881,0.06984785199165344,-0.09293195605278015,-0.9718561768531799,-0.2048916071653366
